id	kind	ref
AM-037	IMPL	sw-biz/sw-biz-system/sw-biz-system-biz/M/system/service/impl/DeptFacadeImpl.java:35
AM-038	IMPL	sw-biz/sw-biz-system/sw-biz-system-biz/M/system/service/impl/DeptFacadeImpl.java:50
AM-038	PROD	sw-biz/sw-biz-form/sw-biz-form-biz/M/form/service/FormFieldEnrichmentService.java:198
AM-038	PROD	sw-biz/sw-bpm/sw-bpm-engine/M/bpm/engine/delegate/DynamicBranchCollectionResolver.java:82
AM-038	TEST	sw-biz/sw-bpm/sw-bpm-engine/T/bpm/engine/integration/I4DynamicParallelFlowableTest.java:82
AM-039	IMPL	sw-biz/sw-biz-system/sw-biz-system-biz/M/system/service/impl/DictFacadeImpl.java:30
AM-039	PROD	sw-biz/sw-biz-system/sw-biz-system-biz/M/system/controller/DictController.java:108
AM-039	TEST	sw-biz/sw-biz-system/sw-biz-system-biz/T/system/dict/DictFacadeTest.java:74
AM-039	TEST	sw-biz/sw-biz-system/sw-biz-system-biz/T/system/dict/DictFacadeTest.java:89
AM-040	IMPL	sw-biz/sw-biz-system/sw-biz-system-biz/M/system/service/impl/DictFacadeImpl.java:41
AM-040	PROD	sw-biz/sw-biz-form/sw-biz-form-biz/M/form/service/FormFieldValidator.java:265
AM-040	TEST	sw-biz/sw-biz-system/sw-biz-system-biz/T/system/dict/DictFacadeTest.java:101
AM-040	TEST	sw-biz/sw-biz-system/sw-biz-system-biz/T/system/dict/DictFacadeTest.java:110
AM-041	IMPL	sw-biz/sw-biz-system/sw-biz-system-biz/M/system/service/impl/DictFacadeImpl.java:46
AM-041	TEST	sw-biz/sw-biz-system/sw-biz-system-biz/T/system/dict/DictFacadeTest.java:122
AM-041	TEST	sw-biz/sw-biz-system/sw-biz-system-biz/T/system/dict/DictFacadeTest.java:131
AM-042	IMPL	sw-biz/sw-biz-system/sw-biz-system-biz/M/system/config/SystemAutoConfiguration.java:55
AM-042	PROD	sw-biz/sw-biz-openapi/sw-biz-openapi-biz/M/openapi/biz/service/OpenApiAuthService.java:87
AM-042	TEST	sw-biz/sw-biz-openapi/sw-biz-openapi-biz/T/openapi/biz/service/OpenApiServiceTest.java:136
AM-043	IMPL	sw-biz/sw-biz-system/sw-biz-system-biz/M/system/service/impl/UserFacadeImpl.java:38
AM-043	PROD	sw-biz/sw-bpm/sw-bpm-process/M/bpm/process/controller/BpmProcessDefController.java:324
AM-044	IMPL	sw-biz/sw-biz-system/sw-biz-system-biz/M/system/service/impl/UserFacadeImpl.java:54
AM-044	PROD	sw-biz/sw-bpm/sw-bpm-engine/M/bpm/engine/listener/ApprovalTaskListener.java:262
AM-044	PROD	sw-biz/sw-bpm/sw-bpm-engine/M/bpm/engine/listener/ConsensusTaskListener.java:56
AM-044	PROD	sw-biz/sw-bpm/sw-bpm-process/M/bpm/process/controller/BpmInstanceController.java:238
AM-044	PROD	sw-biz/sw-bpm/sw-bpm-process/M/bpm/process/service/ParticipantNameService.java:68
AM-044	PROD	sw-biz/sw-bpm/sw-bpm-process/M/bpm/process/service/TaskActionService.java:316
AM-044	TEST	sw-biz/sw-bpm/sw-bpm-process/T/bpm/process/service/ParticipantNameSnapshotTest.java:68
AM-044	TEST	sw-biz/sw-bpm/sw-bpm-process/T/bpm/process/service/ParticipantNameSnapshotTest.java:80
AM-045	IMPL	sw-biz/sw-biz-system/sw-biz-system-biz/M/system/service/impl/UserFacadeImpl.java:69
AM-045	PROD	sw-biz/sw-biz-form/sw-biz-form-biz/M/form/service/FormFieldEnrichmentService.java:180
AM-045	PROD	sw-biz/sw-bpm/sw-bpm-engine/M/bpm/engine/participant/FixedUserParticipantResolver.java:30
AM-045	PROD	sw-biz/sw-bpm/sw-bpm-engine/M/bpm/engine/resolver/DesignatedApproverResolver.java:95
AM-045	PROD	sw-biz/sw-bpm/sw-bpm-process/M/bpm/process/service/NodeFunctionService.java:171
AM-045	PROD	sw-biz/sw-bpm/sw-bpm-process/M/bpm/process/service/ProcessStartService.java:233
AM-045	PROD	sw-biz/sw-bpm/sw-bpm-process/M/bpm/process/service/impl/ApprovalLifecycleServiceImpl.java:896
AM-045	PROD	sw-biz/sw-bpm/sw-bpm-process/M/bpm/process/service/impl/BpmHandoverServiceImpl.java:75
AM-045	TEST	sw-biz/sw-bpm/sw-bpm-process/T/bpm/process/service/NodeFunctionNegativeContractTest.java:291
AM-045	TEST	sw-biz/sw-bpm/sw-bpm-process/T/bpm/process/service/NodeFunctionNegativeContractTest.java:296
AM-045	TEST	sw-biz/sw-bpm/sw-bpm-process/T/bpm/process/service/NodeFunctionNegativeContractTest.java:298
AM-045	TEST	sw-biz/sw-bpm/sw-bpm-process/T/bpm/process/service/ProcessStartInitiatorValidationTest.java:66
AM-045	TEST	sw-biz/sw-bpm/sw-bpm-process/T/bpm/process/service/ProcessStartInitiatorValidationTest.java:80
AM-045	TEST	sw-biz/sw-bpm/sw-bpm-process/T/bpm/process/service/impl/BpmHandoverServiceTest.java:111
AM-045	TEST	sw-biz/sw-bpm/sw-bpm-process/T/bpm/process/service/impl/BpmHandoverServiceTest.java:118
AM-045	TEST	sw-biz/sw-bpm/sw-bpm-process/T/bpm/process/service/impl/BpmHandoverServiceTest.java:74
